concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Validar solicitud,complete,677,2016-03-10 18:59:02+00:00,Validar solicitud,677,98551,Variant 12,12,Fluxicon Disco
Homologacion por grupo de cursos,start,3445,2016-03-17 00:52:38+00:00,Homologacion por grupo de cursos,3445,98551,Variant 12,12,Fluxicon Disco
Revisar curso,start,677,2016-03-17 00:52:38+00:00,Revisar curso,677,98551,Variant 12,12,Fluxicon Disco
Revisar curso,complete,677,2016-03-17 00:52:39+00:00,Revisar curso,677,98551,Variant 12,12,Fluxicon Disco
Evaluacion curso,start,677,2016-03-17 00:54:33+00:00,Evaluacion curso,677,98551,Variant 12,12,Fluxicon Disco
Homologacion por grupo de cursos,complete,3445,2016-03-17 01:12:45+00:00,Homologacion por grupo de cursos,3445,98551,Variant 12,12,Fluxicon Disco
Evaluacion curso,complete,677,2016-03-17 01:14:38+00:00,Evaluacion curso,677,98551,Variant 12,12,Fluxicon Disco
Validacion final,start,677,2016-03-28 21:11:53+00:00,Validacion final,677,98551,Variant 12,12,Fluxicon Disco
Validacion final,complete,677,2016-03-28 21:11:53+00:00,Validacion final,677,98551,Variant 12,12,Fluxicon Disco
Visto Bueno Cierre Proceso,start,3445,2016-03-28 21:12:44+00:00,Visto Bueno Cierre Proceso,3445,98551,Variant 12,12,Fluxicon Disco
Visto Bueno Cierre Proceso,complete,3445,2016-03-28 21:12:44+00:00,Visto Bueno Cierre Proceso,3445,98551,Variant 12,12,Fluxicon Disco
Transferir Creditos,start,3445,2016-03-28 21:21:21+00:00,Transferir Creditos,3445,98551,Variant 12,12,Fluxicon Disco
Transferir Creditos,complete,3445,2016-03-28 21:21:21+00:00,Transferir Creditos,3445,98551,Variant 12,12,Fluxicon Disco
Traer informacion estudiante - banner,start,23934,2016-03-10 12:47:51+00:00,Traer informacion estudiante - banner,23934,98802,Variant 29,29,Fluxicon Disco
Traer informacion estudiante - banner,complete,23934,2016-03-10 12:47:51+00:00,Traer informacion estudiante - banner,23934,98802,Variant 29,29,Fluxicon Disco
Radicar Solicitud Homologacion,start,23934,2016-03-10 12:47:52+00:00,Radicar Solicitud Homologacion,23934,98802,Variant 29,29,Fluxicon Disco
Radicar Solicitud Homologacion,complete,23934,2016-03-10 13:20:53+00:00,Radicar Solicitud Homologacion,23934,98802,Variant 29,29,Fluxicon Disco
Validar solicitud,start,716,2016-03-16 16:01:14+00:00,Validar solicitud,716,98802,Variant 29,29,Fluxicon Disco
Validar solicitud,complete,716,2016-03-16 18:01:37+00:00,Validar solicitud,716,98802,Variant 29,29,Fluxicon Disco
Homologacion por grupo de cursos,start,12548,2016-04-13 17:24:52+00:00,Homologacion por grupo de cursos,12548,98802,Variant 29,29,Fluxicon Disco
Revisar curso,start,716,2016-04-13 17:24:52+00:00,Revisar curso,716,98802,Variant 29,29,Fluxicon Disco
Revisar curso,complete,716,2016-04-13 17:24:52+00:00,Revisar curso,716,98802,Variant 29,29,Fluxicon Disco
Evaluacion curso,start,716,2016-04-13 17:25:03+00:00,Evaluacion curso,716,98802,Variant 29,29,Fluxicon Disco
Homologacion por grupo de cursos,complete,12548,2016-04-13 17:25:13+00:00,Homologacion por grupo de cursos,12548,98802,Variant 29,29,Fluxicon Disco
Evaluacion curso,complete,716,2016-04-13 17:25:18+00:00,Evaluacion curso,716,98802,Variant 29,29,Fluxicon Disco
Validacion final,start,716,2016-04-13 17:40:40+00:00,Validacion final,716,98802,Variant 29,29,Fluxicon Disco
Validacion final,complete,716,2016-04-13 17:40:40+00:00,Validacion final,716,98802,Variant 29,29,Fluxicon Disco
Visto Bueno Cierre Proceso,start,12548,2016-04-13 17:41:03+00:00,Visto Bueno Cierre Proceso,12548,98802,Variant 29,29,Fluxicon Disco
Visto Bueno Cierre Proceso,complete,12548,2016-04-13 17:41:07+00:00,Visto Bueno Cierre Proceso,12548,98802,Variant 29,29,Fluxicon Disco
Transferir creditos homologables,start,12548,2016-04-13 17:46:02+00:00,Transferir creditos homologables,12548,98802,Variant 29,29,Fluxicon Disco
Transferir creditos homologables,complete,12548,2016-04-13 17:46:02+00:00,Transferir creditos homologables,12548,98802,Variant 29,29,Fluxicon Disco
Transferir Creditos,start,12548,2016-04-13 17:46:02+00:00,Transferir Creditos,12548,98802,Variant 29,29,Fluxicon Disco
Transferir Creditos,complete,12548,2016-04-13 17:46:02+00:00,Transferir Creditos,12548,98802,Variant 29,29,Fluxicon Disco
Traer informacion estudiante - banner,start,11854,2016-03-10 13:52:00+00:00,Traer informacion estudiante - banner,11854,98855,Variant 67,67,Fluxicon Disco
Traer informacion estudiante - banner,complete,11854,2016-03-10 13:52:00+00:00,Traer informacion estudiante - banner,11854,98855,Variant 67,67,Fluxicon Disco
Radicar Solicitud Homologacion,start,11854,2016-03-10 13:52:01+00:00,Radicar Solicitud Homologacion,11854,98855,Variant 67,67,Fluxicon Disco
Radicar Solicitud Homologacion,complete,11854,2016-03-10 13:52:01+00:00,Radicar Solicitud Homologacion,11854,98855,Variant 67,67,Fluxicon Disco
Validar solicitud,start,22475,2016-03-10 13:53:34+00:00,Validar solicitud,22475,98855,Variant 67,67,Fluxicon Disco
Validar solicitud,complete,22475,2016-03-10 13:55:42+00:00,Validar solicitud,22475,98855,Variant 67,67,Fluxicon Disco
Validar solicitud / pre-homologacion,start,22475,2016-03-10 14:47:35+00:00,Validar solicitud / pre-homologacion,22475,98855,Variant 67,67,Fluxicon Disco
Validar solicitud / pre-homologacion,complete,22475,2016-03-10 14:48:02+00:00,Validar solicitud / pre-homologacion,22475,98855,Variant 67,67,Fluxicon Disco
Homologacion por grupo de cursos,start,22475,2016-03-10 17:08:36+00:00,Homologacion por grupo de cursos,22475,98855,Variant 67,67,Fluxicon Disco
Homologacion por grupo de cursos,complete,22475,2016-03-10 17:08:36+00:00,Homologacion por grupo de cursos,22475,98855,Variant 67,67,Fluxicon Disco
Revisar curso,start,22475,2016-03-10 17:08:37+00:00,Revisar curso,22475,98855,Variant 67,67,Fluxicon Disco
Revisar curso,complete,22475,2016-03-10 17:08:38+00:00,Revisar curso,22475,98855,Variant 67,67,Fluxicon Disco
Evaluacion curso,start,22438,2016-03-10 17:09:56+00:00,Evaluacion curso,22438,98855,Variant 67,67,Fluxicon Disco
Evaluacion curso,complete,22438,2016-03-10 17:09:56+00:00,Evaluacion curso,22438,98855,Variant 67,67,Fluxicon Disco
Traer informacion estudiante - banner,start,6876,2016-03-10 16:41:09+00:00,Traer informacion estudiante - banner,6876,98951,Variant 6,6,Fluxicon Disco
Traer informacion estudiante - banner,complete,6876,2016-03-10 16:41:09+00:00,Traer informacion estudiante - banner,6876,98951,Variant 6,6,Fluxicon Disco
Radicar Solicitud Homologacion,start,6876,2016-03-10 16:41:15+00:00,Radicar Solicitud Homologacion,6876,98951,Variant 6,6,Fluxicon Disco
Radicar Solicitud Homologacion,complete,6876,2016-03-10 16:41:25+00:00,Radicar Solicitud Homologacion,6876,98951,Variant 6,6,Fluxicon Disco
Validar solicitud,start,677,2016-03-10 16:51:58+00:00,Validar solicitud,677,98951,Variant 6,6,Fluxicon Disco
Validar solicitud,complete,677,2016-03-10 17:06:19+00:00,Validar solicitud,677,98951,Variant 6,6,Fluxicon Disco
Homologacion por grupo de cursos,start,7331,2016-03-14 15:13:17+00:00,Homologacion por grupo de cursos,7331,98951,Variant 6,6,Fluxicon Disco
Revisar curso,start,677,2016-03-14 15:13:17+00:00,Revisar curso,677,98951,Variant 6,6,Fluxicon Disco
Revisar curso,complete,677,2016-03-14 15:13:17+00:00,Revisar curso,677,98951,Variant 6,6,Fluxicon Disco
Evaluacion curso,start,7331,2016-03-14 15:14:04+00:00,Evaluacion curso,7331,98951,Variant 6,6,Fluxicon Disco
Homologacion por grupo de cursos,complete,7331,2016-03-14 15:17:03+00:00,Homologacion por grupo de cursos,7331,98951,Variant 6,6,Fluxicon Disco
Evaluacion curso,complete,7331,2016-03-14 15:17:49+00:00,Evaluacion curso,7331,98951,Variant 6,6,Fluxicon Disco
Traer informacion estudiante - banner,start,6876,2016-03-10 16:56:20+00:00,Traer informacion estudiante - banner,6876,98952,Variant 3,3,Fluxicon Disco
Traer informacion estudiante - banner,complete,6876,2016-03-10 16:56:20+00:00,Traer informacion estudiante - banner,6876,98952,Variant 3,3,Fluxicon Disco
Radicar Solicitud Homologacion,start,6876,2016-03-10 16:56:21+00:00,Radicar Solicitud Homologacion,6876,98952,Variant 3,3,Fluxicon Disco
Radicar Solicitud Homologacion,complete,6876,2016-03-10 16:56:25+00:00,Radicar Solicitud Homologacion,6876,98952,Variant 3,3,Fluxicon Disco
Validar solicitud,start,677,2016-03-10 17:00:55+00:00,Validar solicitud,677,98952,Variant 3,3,Fluxicon Disco
Validar solicitud,complete,677,2016-03-10 17:38:51+00:00,Validar solicitud,677,98952,Variant 3,3,Fluxicon Disco
Homologacion por grupo de cursos,start,3445,2016-03-17 00:57:04+00:00,Homologacion por grupo de cursos,3445,98952,Variant 3,3,Fluxicon Disco
Revisar curso,start,677,2016-03-17 00:57:04+00:00,Revisar curso,677,98952,Variant 3,3,Fluxicon Disco
Revisar curso,complete,677,2016-03-17 00:57:04+00:00,Revisar curso,677,98952,Variant 3,3,Fluxicon Disco
Evaluacion curso,start,3445,2016-03-17 00:57:56+00:00,Evaluacion curso,3445,98952,Variant 3,3,Fluxicon Disco
Evaluacion curso,complete,3445,2016-03-17 00:57:58+00:00,Evaluacion curso,3445,98952,Variant 3,3,Fluxicon Disco
Homologacion por grupo de cursos,complete,3445,2016-03-17 01:17:06+00:00,Homologacion por grupo de cursos,3445,98952,Variant 3,3,Fluxicon Disco
Validacion final,start,677,2016-03-17 02:34:16+00:00,Validacion final,677,98952,Variant 3,3,Fluxicon Disco
Validacion final,complete,677,2016-03-17 02:54:16+00:00,Validacion final,677,98952,Variant 3,3,Fluxicon Disco
Visto Bueno Cierre Proceso,start,3445,2016-03-28 21:13:10+00:00,Visto Bueno Cierre Proceso,3445,98952,Variant 3,3,Fluxicon Disco
Visto Bueno Cierre Proceso,complete,3445,2016-03-28 21:13:10+00:00,Visto Bueno Cierre Proceso,3445,98952,Variant 3,3,Fluxicon Disco
Traer informacion estudiante - banner,start,6876,2016-03-10 17:01:02+00:00,Traer informacion estudiante - banner,6876,98953,Variant 3,3,Fluxicon Disco
Traer informacion estudiante - banner,complete,6876,2016-03-10 17:01:02+00:00,Traer informacion estudiante - banner,6876,98953,Variant 3,3,Fluxicon Disco
Radicar Solicitud Homologacion,start,6876,2016-03-10 17:01:03+00:00,Radicar Solicitud Homologacion,6876,98953,Variant 3,3,Fluxicon Disco
Radicar Solicitud Homologacion,complete,6876,2016-03-10 17:01:11+00:00,Radicar Solicitud Homologacion,6876,98953,Variant 3,3,Fluxicon Disco
Validar solicitud,start,677,2016-03-10 17:09:49+00:00,Validar solicitud,677,98953,Variant 3,3,Fluxicon Disco
Validar solicitud,complete,677,2016-03-10 19:04:43+00:00,Validar solicitud,677,98953,Variant 3,3,Fluxicon Disco
Homologacion por grupo de cursos,start,3445,2016-04-06 23:04:16+00:00,Homologacion por grupo de cursos,3445,98953,Variant 3,3,Fluxicon Disco
Revisar curso,start,22534,2016-04-06 23:04:16+00:00,Revisar curso,22534,98953,Variant 3,3,Fluxicon Disco
Revisar curso,complete,22534,2016-04-07 01:11:11+00:00,Revisar curso,22534,98953,Variant 3,3,Fluxicon Disco
Homologacion por grupo de cursos,complete,3445,2016-04-07 02:04:59+00:00,Homologacion por grupo de cursos,3445,98953,Variant 3,3,Fluxicon Disco
Evaluacion curso,start,22534,2016-04-28 21:50:40+00:00,Evaluacion curso,22534,98953,Variant 3,3,Fluxicon Disco
Evaluacion curso,complete,22534,2016-04-28 22:39:46+00:00,Evaluacion curso,22534,98953,Variant 3,3,Fluxicon Disco
Validacion final,start,677,2016-05-06 23:06:25+00:00,Validacion final,677,98953,Variant 3,3,Fluxicon Disco
Validacion final,complete,677,2016-05-06 23:09:18+00:00,Validacion final,677,98953,Variant 3,3,Fluxicon Disco
Visto Bueno Cierre Proceso,start,3445,2016-05-10 15:41:03+00:00,Visto Bueno Cierre Proceso,3445,98953,Variant 3,3,Fluxicon Disco
Visto Bueno Cierre Proceso,complete,3445,2016-05-10 15:42:50+00:00,Visto Bueno Cierre Proceso,3445,98953,Variant 3,3,Fluxicon Disco
Traer informacion estudiante - banner,start,6876,2016-03-10 17:10:23+00:00,Traer informacion estudiante - banner,6876,98954,Variant 3,3,Fluxicon Disco
Traer informacion estudiante - banner,complete,6876,2016-03-10 17:10:23+00:00,Traer informacion estudiante - banner,6876,98954,Variant 3,3,Fluxicon Disco
Radicar Solicitud Homologacion,start,6876,2016-03-10 17:10:24+00:00,Radicar Solicitud Homologacion,6876,98954,Variant 3,3,Fluxicon Disco
Radicar Solicitud Homologacion,complete,6876,2016-03-10 17:10:31+00:00,Radicar Solicitud Homologacion,6876,98954,Variant 3,3,Fluxicon Disco
Validar solicitud,start,677,2016-03-10 17:17:24+00:00,Validar solicitud,677,98954,Variant 3,3,Fluxicon Disco
Validar solicitud,complete,677,2016-03-10 17:55:06+00:00,Validar solicitud,677,98954,Variant 3,3,Fluxicon Disco
Homologacion por grupo de cursos,start,3445,2016-03-17 01:01:16+00:00,Homologacion por grupo de cursos,3445,98954,Variant 3,3,Fluxicon Disco
Revisar curso,start,677,2016-03-17 01:01:16+00:00,Revisar curso,677,98954,Variant 3,3,Fluxicon Disco
Revisar curso,complete,677,2016-03-17 01:01:16+00:00,Revisar curso,677,98954,Variant 3,3,Fluxicon Disco
Evaluacion curso,start,7331,2016-03-17 01:01:53+00:00,Evaluacion curso,7331,98954,Variant 3,3,Fluxicon Disco
Evaluacion curso,complete,7331,2016-03-17 05:57:53+00:00,Evaluacion curso,7331,98954,Variant 3,3,Fluxicon Disco
Homologacion por grupo de cursos,complete,3445,2016-03-17 06:08:23+00:00,Homologacion por grupo de cursos,3445,98954,Variant 3,3,Fluxicon Disco
Validacion final,start,677,2016-05-17 15:58:29+00:00,Validacion final,677,98954,Variant 3,3,Fluxicon Disco
Validacion final,complete,677,2016-05-17 16:01:04+00:00,Validacion final,677,98954,Variant 3,3,Fluxicon Disco
Visto Bueno Cierre Proceso,start,3445,2016-05-17 18:35:49+00:00,Visto Bueno Cierre Proceso,3445,98954,Variant 3,3,Fluxicon Disco
Visto Bueno Cierre Proceso,complete,3445,2016-05-17 18:44:21+00:00,Visto Bueno Cierre Proceso,3445,98954,Variant 3,3,Fluxicon Disco
Traer informacion estudiante - banner,start,6876,2016-03-10 17:25:34+00:00,Traer informacion estudiante - banner,6876,98955,Variant 3,3,Fluxicon Disco
Traer informacion estudiante - banner,complete,6876,2016-03-10 17:25:34+00:00,Traer informacion estudiante - banner,6876,98955,Variant 3,3,Fluxicon Disco
Radicar Solicitud Homologacion,start,6876,2016-03-10 17:25:35+00:00,Radicar Solicitud Homologacion,6876,98955,Variant 3,3,Fluxicon Disco
Radicar Solicitud Homologacion,complete,6876,2016-03-10 17:34:18+00:00,Radicar Solicitud Homologacion,6876,98955,Variant 3,3,Fluxicon Disco
Validar solicitud,start,677,2016-03-11 18:09:24+00:00,Validar solicitud,677,98955,Variant 3,3,Fluxicon Disco
Validar solicitud,complete,677,2016-03-11 18:38:14+00:00,Validar solicitud,677,98955,Variant 3,3,Fluxicon Disco
Homologacion por grupo de cursos,start,3445,2016-03-17 01:05:05+00:00,Homologacion por grupo de cursos,3445,98955,Variant 3,3,Fluxicon Disco
Revisar curso,start,677,2016-03-17 01:05:05+00:00,Revisar curso,677,98955,Variant 3,3,Fluxicon Disco
Revisar curso,complete,677,2016-03-17 01:05:05+00:00,Revisar curso,677,98955,Variant 3,3,Fluxicon Disco
Evaluacion curso,start,3445,2016-03-17 01:05:55+00:00,Evaluacion curso,3445,98955,Variant 3,3,Fluxicon Disco
Evaluacion curso,complete,3445,2016-03-17 01:05:55+00:00,Evaluacion curso,3445,98955,Variant 3,3,Fluxicon Disco
Homologacion por grupo de cursos,complete,3445,2016-03-17 01:25:05+00:00,Homologacion por grupo de cursos,3445,98955,Variant 3,3,Fluxicon Disco
Validacion final,start,677,2016-03-17 02:35:58+00:00,Validacion final,677,98955,Variant 3,3,Fluxicon Disco
Validacion final,complete,677,2016-03-17 02:55:58+00:00,Validacion final,677,98955,Variant 3,3,Fluxicon Disco
Visto Bueno Cierre Proceso,start,3445,2016-03-28 21:13:37+00:00,Visto Bueno Cierre Proceso,3445,98955,Variant 3,3,Fluxicon Disco
Visto Bueno Cierre Proceso,complete,3445,2016-03-28 21:13:37+00:00,Visto Bueno Cierre Proceso,3445,98955,Variant 3,3,Fluxicon Disco
Traer informacion estudiante - banner,start,9886,2016-03-10 20:00:12+00:00,Traer informacion estudiante - banner,9886,99052,Variant 3,3,Fluxicon Disco
Traer informacion estudiante - banner,complete,9886,2016-03-10 20:00:12+00:00,Traer informacion estudiante - banner,9886,99052,Variant 3,3,Fluxicon Disco
Radicar Solicitud Homologacion,start,9886,2016-03-10 20:00:17+00:00,Radicar Solicitud Homologacion,9886,99052,Variant 3,3,Fluxicon Disco
Radicar Solicitud Homologacion,complete,9886,2016-03-10 20:00:17+00:00,Radicar Solicitud Homologacion,9886,99052,Variant 3,3,Fluxicon Disco
Validar solicitud,start,1707,2016-03-10 20:25:21+00:00,Validar solicitud,1707,99052,Variant 3,3,Fluxicon Disco
Validar solicitud,complete,1707,2016-03-10 23:05:21+00:00,Validar solicitud,1707,99052,Variant 3,3,Fluxicon Disco
Homologacion por grupo de cursos,start,15930,2016-04-14 21:21:39+00:00,Homologacion por grupo de cursos,15930,99052,Variant 3,3,Fluxicon Disco
Revisar curso,start,1707,2016-04-14 21:21:40+00:00,Revisar curso,1707,99052,Variant 3,3,Fluxicon Disco
Revisar curso,complete,1707,2016-04-14 22:54:31+00:00,Revisar curso,1707,99052,Variant 3,3,Fluxicon Disco
Homologacion por grupo de cursos,complete,15930,2016-04-15 03:52:20+00:00,Homologacion por grupo de cursos,15930,99052,Variant 3,3,Fluxicon Disco
Evaluacion curso,start,7763,2016-05-02 16:51:53+00:00,Evaluacion curso,7763,99052,Variant 3,3,Fluxicon Disco
Evaluacion curso,complete,7763,2016-05-02 21:39:01+00:00,Evaluacion curso,7763,99052,Variant 3,3,Fluxicon Disco
Validacion final,start,1707,2016-06-24 05:11:36+00:00,Validacion final,1707,99052,Variant 3,3,Fluxicon Disco
Validacion final,complete,1707,2016-06-24 05:11:36+00:00,Validacion final,1707,99052,Variant 3,3,Fluxicon Disco
Visto Bueno Cierre Proceso,start,15930,2016-06-24 14:55:26+00:00,Visto Bueno Cierre Proceso,15930,99052,Variant 3,3,Fluxicon Disco
Visto Bueno Cierre Proceso,complete,15930,2016-06-24 15:06:07+00:00,Visto Bueno Cierre Proceso,15930,99052,Variant 3,3,Fluxicon Disco
Traer informacion estudiante - banner,start,12532,2016-03-10 23:56:36+00:00,Traer informacion estudiante - banner,12532,99102,Variant 27,27,Fluxicon Disco
Traer informacion estudiante - banner,complete,12532,2016-03-10 23:56:36+00:00,Traer informacion estudiante - banner,12532,99102,Variant 27,27,Fluxicon Disco
Radicar Solicitud Homologacion,start,12532,2016-03-10 23:56:37+00:00,Radicar Solicitud Homologacion,12532,99102,Variant 27,27,Fluxicon Disco
Radicar Solicitud Homologacion,complete,12532,2016-03-10 23:56:39+00:00,Radicar Solicitud Homologacion,12532,99102,Variant 27,27,Fluxicon Disco
Cancelar Solicitud,start,12532,2016-03-10 23:59:12+00:00,Cancelar Solicitud,12532,99102,Variant 27,27,Fluxicon Disco
Validar solicitud,start,19019,2016-03-10 23:59:12+00:00,Validar solicitud,19019,99102,Variant 27,27,Fluxicon Disco
Validar solicitud,complete,19019,2016-03-11 00:08:12+00:00,Validar solicitud,19019,99102,Variant 27,27,Fluxicon Disco
Cancelar Solicitud,complete,12532,2016-03-11 03:55:55+00:00,Cancelar Solicitud,12532,99102,Variant 27,27,Fluxicon Disco
Revisar curso,start,19019,2016-03-14 13:56:12+00:00,Revisar curso,19019,99102,Variant 27,27,Fluxicon Disco
Revisar curso,complete,19019,2016-03-14 13:56:12+00:00,Revisar curso,19019,99102,Variant 27,27,Fluxicon Disco
Evaluacion curso,start,163,2016-03-14 13:56:51+00:00,Evaluacion curso,163,99102,Variant 27,27,Fluxicon Disco
