Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,Variant.1,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup,Start Timestamp
Case 365,Take in charge ticket,Value 2,2010-12-29 14:46:12.000,Variant 3,3,Variant 3,Value 1,Value 153,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2010-12-29 13:37:56.571408
Case 365,Resolve ticket,Value 2,2010-12-29 14:47:01.000,Variant 3,3,Variant 3,Value 1,Value 153,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2010-12-29 14:46:46.848953
Case 2778,Closed,Value 5,2010-12-29 14:50:50.000,Variant 4,4,Variant 4,Value 1,Value 132,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-29 12:14:58.125000
Case 3153,Resolve ticket,Value 2,2010-12-29 16:09:17.000,Variant 3,3,Variant 3,Value 1,Value 30,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2010-12-29 15:43:24.750000
Case 410,Closed,Value 5,2010-12-29 16:50:33.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-29 14:14:41.125000
Case 1889,Resolve ticket,Value 2,2010-12-29 16:57:51.000,Variant 1,1,Variant 1,Value 1,Value 317,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-29 16:31:58.750000
Case 3504,Assign seriousness,Value 13,2010-12-30 08:19:54.000,Variant 13,13,Variant 13,Value 1,Value 63,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-30 08:04:06.032473
Case 1048,Take in charge ticket,Value 9,2010-12-30 08:41:02.000,Variant 3,3,Variant 3,Value 1,Value 258,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1,2010-12-30 08:29:47.750000
Case 1048,Resolve ticket,Value 9,2010-12-30 08:41:14.000,Variant 3,3,Variant 3,Value 1,Value 258,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1,2010-12-30 08:41:09.855973
Case 2743,Resolve ticket,Value 2,2010-12-30 08:49:42.000,Variant 9,9,Variant 9,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-30 08:23:49.750000
Case 1014,Take in charge ticket,Value 6,2010-12-30 08:50:44.000,Variant 3,3,Variant 3,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2010-12-30 08:39:29.750000
Case 1014,Wait,Value 6,2010-12-30 08:51:13.000,Variant 3,3,Variant 3,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2010-12-30 08:51:01.002946
Case 3366,Assign seriousness,Value 13,2010-12-30 08:55:40.000,Variant 59,59,Variant 59,Value 1,Value 75,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-30 08:10:59.721479
Case 2877,Take in charge ticket,Value 2,2010-12-30 08:56:35.000,Variant 3,3,Variant 3,Value 1,Value 139,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1,2010-12-30 08:45:20.750000
Case 2877,Resolve ticket,Value 2,2010-12-30 08:56:40.000,Variant 3,3,Variant 3,Value 1,Value 139,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1,2010-12-30 08:56:38.556016
Case 25,Assign seriousness,Value 13,2010-12-30 09:27:17.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-30 09:10:31.437993
Case 1123,Closed,Value 5,2010-12-30 10:50:27.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-30 08:14:35.125000
Case 3200,Resolve ticket,Value 14,2010-12-30 11:10:00.000,Variant 4,4,Variant 4,Value 1,Value 177,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2010-12-30 10:44:07.750000
Case 25,Take in charge ticket,Value 2,2010-12-30 13:14:04.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-30 12:08:34.340818
Case 555,Resolve ticket,Value 14,2010-12-30 13:37:37.000,Variant 1,1,Variant 1,Value 1,Value 193,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2010-12-30 13:11:44.750000
Case 3975,Closed,Value 5,2010-12-30 14:09:37.000,Variant 22,22,Variant 22,Value 1,Value 10,Value 3,Value 1,Value 2,Value 3,Value 3,Value 1,Value 1,2010-12-30 11:33:45.125000
Case 3973,Assign seriousness,Value 13,2010-12-30 14:32:12.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-30 14:27:44.011322
Case 2563,Closed,Value 5,2010-12-30 14:40:27.000,Variant 1,1,Variant 1,Value 1,Value 227,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-30 12:04:35.125000
Case 786,Closed,Value 5,2010-12-30 14:42:08.000,Variant 60,60,Variant 60,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-30 12:06:16.125000
Case 67,Assign seriousness,Value 13,2010-12-30 15:03:15.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-30 14:46:46.801884
Case 25,Resolve ticket,Value 2,2010-12-30 15:16:35.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-30 14:41:12.054116
Case 2824,Closed,Value 5,2010-12-30 15:33:28.000,Variant 1,1,Variant 1,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-30 12:57:36.125000
Case 3319,Assign seriousness,Value 2,2010-12-30 17:39:37.000,Variant 1,1,Variant 1,Value 1,Value 36,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-30 17:20:22.807157
Case 4470,Closed,Value 5,2010-12-31 09:00:25.000,Variant 1,1,Variant 1,Value 1,Value 227,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-31 06:24:33.125000
Case 3616,Closed,Value 5,2010-12-31 09:15:34.000,Variant 19,19,Variant 19,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-31 06:39:42.125000
Case 3639,Assign seriousness,Value 6,2010-12-31 09:29:20.000,Variant 1,1,Variant 1,Value 1,Value 242,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-31 08:46:20.734524
Case 3639,Take in charge ticket,Value 6,2010-12-31 09:36:42.000,Variant 1,1,Variant 1,Value 1,Value 242,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-31 09:33:39.148354
Case 3639,Resolve ticket,Value 6,2010-12-31 09:36:52.000,Variant 1,1,Variant 1,Value 1,Value 242,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-31 09:36:47.863085
Case 611,Assign seriousness,Value 6,2010-12-31 09:41:03.000,Variant 1,1,Variant 1,Value 1,Value 53,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-31 09:02:28.265381
Case 611,Take in charge ticket,Value 6,2010-12-31 09:41:44.000,Variant 1,1,Variant 1,Value 1,Value 53,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-31 09:41:27.038648
Case 611,Resolve ticket,Value 6,2010-12-31 09:42:08.000,Variant 1,1,Variant 1,Value 1,Value 53,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-31 09:41:58.071404
Case 3997,Closed,Value 5,2010-12-31 11:30:44.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2010-12-31 08:54:52.125000
Case 4520,Closed,Value 5,2010-12-31 13:50:38.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-31 11:14:46.125000
Case 44,Closed,Value 5,2010-12-31 16:10:28.000,Variant 1,1,Variant 1,Value 1,Value 19,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2010-12-31 13:34:36.125000
Case 2413,Closed,Value 5,2010-12-31 16:50:38.000,Variant 1,1,Variant 1,Value 1,Value 75,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2010-12-31 14:14:46.125000
Case 4227,Closed,Value 5,2011-01-01 11:10:24.000,Variant 33,33,Variant 33,Value 1,Value 140,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2011-01-01 08:34:32.125000
Case 4227,Closed,Value 5,2011-01-01 11:10:24.000,Variant 33,33,Variant 33,Value 1,Value 140,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2011-01-01 11:09:24.000000
Case 617,Closed,Value 5,2011-01-01 12:00:41.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2,2011-01-01 09:24:49.125000
Case 48,Closed,Value 5,2011-01-01 14:08:51.000,Variant 7,7,Variant 7,Value 1,Value 36,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2011-01-01 11:32:59.125000
Case 280,Closed,Value 5,2011-01-01 14:40:31.000,Variant 27,27,Variant 27,Value 1,Value 16,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1,2011-01-01 12:04:39.125000
Case 298,Closed,Value 5,2011-01-01 16:50:34.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1,2011-01-01 14:14:42.125000
Case 452,Closed,Value 5,2011-01-01 17:00:34.000,Variant 1,1,Variant 1,Value 1,Value 164,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2011-01-01 14:24:42.125000
Case 3841,Assign seriousness,Value 8,2011-01-03 08:22:59.000,Variant 13,13,Variant 13,Value 1,Value 163,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-03 07:43:25.966328
Case 4283,Assign seriousness,Value 13,2011-01-03 08:32:40.000,Variant 1,1,Variant 1,Value 1,Value 150,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 2,2011-01-03 08:02:39.129290
Case 1538,Assign seriousness,Value 13,2011-01-03 09:00:18.000,Variant 1,1,Variant 1,Value 1,Value 174,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1,2011-01-03 08:05:01.321350
Case 2503,Assign seriousness,Value 13,2011-01-03 09:47:14.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2011-01-03 08:50:32.243058
Case 4283,Take in charge ticket,Value 6,2011-01-03 11:09:22.000,Variant 1,1,Variant 1,Value 1,Value 150,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 2,2011-01-03 10:04:32.472444
Case 3183,Assign seriousness,Value 8,2011-01-03 11:32:21.000,Variant 2,2,Variant 2,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 2,2011-01-03 10:34:22.465970
Case 1424,Assign seriousness,Value 8,2011-01-03 14:08:12.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 6,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-03 13:09:12.402302
Case 4146,Assign seriousness,Value 8,2011-01-03 14:26:44.000,Variant 1,1,Variant 1,Value 1,Value 108,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-03 14:04:32.845180
Case 3296,Assign seriousness,Value 8,2011-01-03 14:46:04.000,Variant 4,4,Variant 4,Value 1,Value 65,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-03 14:01:52.672424
Case 4283,Resolve ticket,Value 6,2011-01-03 14:56:51.000,Variant 1,1,Variant 1,Value 1,Value 150,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 2,2011-01-03 13:22:44.524610
Case 3305,Resolve ticket,Value 21,2011-01-03 15:47:15.000,Variant 1,1,Variant 1,Value 1,Value 259,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-03 15:21:22.750000
Case 2662,Resolve ticket,Value 21,2011-01-03 15:49:52.000,Variant 1,1,Variant 1,Value 1,Value 259,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2011-01-03 15:23:59.750000
Case 4146,Take in charge ticket,Value 8,2011-01-03 15:52:22.000,Variant 1,1,Variant 1,Value 1,Value 108,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-03 15:31:05.589617
Case 4146,Resolve ticket,Value 8,2011-01-03 15:53:39.000,Variant 1,1,Variant 1,Value 1,Value 108,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-03 15:53:19.871234
Case 2314,Assign seriousness,Value 13,2011-01-03 16:04:29.000,Variant 1,1,Variant 1,Value 1,Value 312,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2011-01-03 15:20:26.086053
Case 2503,Take in charge ticket,Value 13,2011-01-03 16:48:11.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2011-01-03 14:17:49.994610
Case 2503,Resolve ticket,Value 13,2011-01-03 16:49:57.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2011-01-03 16:49:19.140137
Case 2965,Closed,Value 5,2011-01-04 08:52:49.000,Variant 6,6,Variant 6,Value 1,Value 145,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2011-01-04 06:16:57.125000
Case 750,Assign seriousness,Value 11,2011-01-04 08:53:30.000,Variant 4,4,Variant 4,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2011-01-04 08:27:30.601499
Case 915,Assign seriousness,Value 8,2011-01-04 10:00:58.000,Variant 1,1,Variant 1,Value 1,Value 8,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2011-01-04 09:51:49.622492
Case 1381,Assign seriousness,Value 8,2011-01-04 10:21:33.000,Variant 13,13,Variant 13,Value 1,Value 86,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-04 09:44:19.313068
Case 1307,Closed,Value 5,2011-01-04 10:28:29.000,Variant 3,3,Variant 3,Value 1,Value 97,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2011-01-04 07:52:37.125000
Case 2314,Take in charge ticket,Value 13,2011-01-04 10:45:30.000,Variant 1,1,Variant 1,Value 1,Value 312,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2011-01-04 10:34:15.750000
Case 2314,Resolve ticket,Value 13,2011-01-04 10:46:28.000,Variant 1,1,Variant 1,Value 1,Value 312,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2011-01-04 10:46:07.284226
Case 2529,Closed,Value 5,2011-01-04 13:40:29.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2011-01-04 11:04:37.125000
Case 1213,Assign seriousness,Value 8,2011-01-04 14:22:59.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-04 13:29:05.682018
Case 1403,Assign seriousness,Value 8,2011-01-04 14:39:02.000,Variant 13,13,Variant 13,Value 1,Value 63,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-04 14:18:46.043863
Case 1625,Closed,Value 5,2011-01-04 14:40:19.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2011-01-04 12:04:27.125000
Case 1538,Take in charge ticket,Value 8,2011-01-04 15:05:46.000,Variant 1,1,Variant 1,Value 1,Value 174,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1,2011-01-04 14:54:31.750000
Case 1538,Resolve ticket,Value 8,2011-01-04 15:06:22.000,Variant 1,1,Variant 1,Value 1,Value 174,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1,2011-01-04 15:06:13.056681
Case 582,Take in charge ticket,Value 6,2011-01-04 16:04:05.000,Variant 20,20,Variant 20,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 2,2011-01-04 15:52:50.750000
Case 3066,Closed,Value 5,2011-01-04 16:15:19.000,Variant 1,1,Variant 1,Value 1,Value 241,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-04 13:39:27.125000
Case 582,Resolve ticket,Value 6,2011-01-04 16:35:10.000,Variant 20,20,Variant 20,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 2,2011-01-04 16:22:18.465338
Case 2310,Closed,Value 5,2011-01-05 08:21:20.000,Variant 3,3,Variant 3,Value 1,Value 86,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-05 05:45:28.125000
Case 4306,Closed,Value 5,2011-01-05 10:00:52.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,2011-01-05 07:25:00.125000
Case 835,Assign seriousness,Value 8,2011-01-05 10:39:43.000,Variant 4,4,Variant 4,Value 1,Value 73,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2011-01-05 09:44:03.173699
Case 3631,Assign seriousness,Value 8,2011-01-05 11:21:53.000,Variant 1,1,Variant 1,Value 1,Value 241,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-05 11:09:50.298261
Case 2855,Assign seriousness,Value 8,2011-01-05 11:26:05.000,Variant 1,1,Variant 1,Value 1,Value 135,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-05 10:46:29.678138
Case 3312,Closed,Value 5,2011-01-05 11:40:25.000,Variant 1,1,Variant 1,Value 1,Value 81,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-05 09:04:33.125000
Case 2855,Take in charge ticket,Value 8,2011-01-05 15:00:59.000,Variant 1,1,Variant 1,Value 1,Value 135,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-05 14:07:35.801191
Case 2855,Resolve ticket,Value 8,2011-01-05 15:01:05.000,Variant 1,1,Variant 1,Value 1,Value 135,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-05 15:01:03.509447
Case 4525,Assign seriousness,Value 8,2011-01-05 15:46:10.000,Variant 6,6,Variant 6,Value 1,Value 96,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2011-01-05 15:40:08.699142
Case 422,Assign seriousness,Value 8,2011-01-05 15:49:02.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2011-01-05 15:02:54.796579
Case 974,Assign seriousness,Value 8,2011-01-05 16:37:24.000,Variant 4,4,Variant 4,Value 1,Value 204,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-05 15:50:50.613992
Case 4489,Assign seriousness,Value 8,2011-01-05 16:52:01.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-05 16:35:02.000464
Case 4489,Take in charge ticket,Value 8,2011-01-05 16:53:04.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-05 16:52:48.349191
Case 4489,Resolve ticket,Value 8,2011-01-05 16:54:54.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-05 16:54:26.673191
Case 3232,Closed,Value 5,2011-01-06 10:00:20.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2011-01-06 07:24:28.125000
Case 2980,Closed,Value 5,2011-01-06 10:20:45.000,Variant 1,1,Variant 1,Value 1,Value 247,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-06 07:44:53.125000
Case 3701,Closed,Value 5,2011-01-06 10:20:45.000,Variant 1,1,Variant 1,Value 1,Value 220,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-06 07:44:53.125000
Case 873,Closed,Value 5,2011-01-06 14:01:15.000,Variant 1,1,Variant 1,Value 1,Value 241,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-06 11:25:23.125000
Case 1996,Closed,Value 5,2011-01-06 15:50:54.000,Variant 1,1,Variant 1,Value 1,Value 324,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2011-01-06 13:15:02.125000
Case 4047,Closed,Value 5,2011-01-06 16:00:33.000,Variant 7,7,Variant 7,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1,2011-01-06 13:24:41.125000
Case 1622,Closed,Value 5,2011-01-08 08:30:24.000,Variant 59,59,Variant 59,Value 1,Value 59,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2011-01-08 05:54:32.125000
Case 3087,Closed,Value 5,2011-01-08 09:40:19.000,Variant 1,1,Variant 1,Value 1,Value 65,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2011-01-08 07:04:27.125000
Case 4099,Closed,Value 5,2011-01-08 16:00:49.000,Variant 1,1,Variant 1,Value 1,Value 150,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2011-01-08 13:24:57.125000
Case 2583,Closed,Value 5,2011-01-08 16:20:28.000,Variant 13,13,Variant 13,Value 1,Value 349,Value 3,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,2011-01-08 13:44:36.125000
Case 2422,Closed,Value 5,2011-01-08 16:50:33.000,Variant 1,1,Variant 1,Value 1,Value 36,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-08 14:14:41.125000
Case 244,Closed,Value 5,2011-01-08 17:00:35.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-08 14:24:43.125000
Case 2016,Closed,Value 5,2011-01-08 17:00:53.000,Variant 1,1,Variant 1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2011-01-08 14:25:01.125000
Case 254,Closed,Value 5,2011-01-09 10:02:17.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2011-01-09 07:26:25.125000
Case 2243,Closed,Value 5,2011-01-09 10:04:51.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1,2011-01-09 07:28:59.125000
Case 1976,Closed,Value 5,2011-01-09 17:01:07.000,Variant 1,1,Variant 1,Value 1,Value 78,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-09 14:25:15.125000
Case 422,Take in charge ticket,Value 12,2011-01-10 08:15:19.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2011-01-10 08:04:04.750000
Case 422,Resolve ticket,Value 12,2011-01-10 08:16:46.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2011-01-10 08:16:13.398443
Case 1310,Take in charge ticket,Value 9,2011-01-10 08:28:37.000,Variant 3,3,Variant 3,Value 1,Value 208,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-10 08:17:22.750000
Case 1310,Resolve ticket,Value 9,2011-01-10 08:28:52.000,Variant 3,3,Variant 3,Value 1,Value 208,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-10 08:28:46.819967
Case 608,Take in charge ticket,Value 9,2011-01-10 08:29:01.000,Variant 3,3,Variant 3,Value 1,Value 107,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-10 08:17:46.750000
Case 608,Resolve ticket,Value 9,2011-01-10 08:29:39.000,Variant 3,3,Variant 3,Value 1,Value 107,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-10 08:29:25.877249
Case 355,Assign seriousness,Value 8,2011-01-10 08:39:15.000,Variant 4,4,Variant 4,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 4,2011-01-10 08:04:53.423169
Case 355,Assign seriousness,Value 8,2011-01-10 08:41:44.000,Variant 4,4,Variant 4,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 4,2011-01-10 08:27:37.008535
Case 725,Assign seriousness,Value 8,2011-01-10 09:08:37.000,Variant 23,23,Variant 23,Value 1,Value 4,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-10 09:07:27.117779
Case 3841,Assign seriousness,Value 2,2011-01-10 10:35:25.000,Variant 13,13,Variant 13,Value 1,Value 163,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-10 09:48:20.574624
Case 3841,Take in charge ticket,Value 2,2011-01-10 10:35:33.000,Variant 13,13,Variant 13,Value 1,Value 163,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-10 10:35:30.689625
Case 915,Take in charge ticket,Value 6,2011-01-10 10:36:33.000,Variant 1,1,Variant 1,Value 1,Value 8,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2011-01-10 10:25:18.750000
Case 1194,Assign seriousness,Value 8,2011-01-10 10:50:41.000,Variant 4,4,Variant 4,Value 1,Value 27,Value 8,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2011-01-10 10:29:22.485496
