Activity,lifecycle:transition_start,Resource,Start Timestamp,Activity_start,Resource_start,Case ID,case:variant_start,case:variant-index_start,case:creator_start,event_index_start,EventID,lifecycle:transition_complete,org:resource_complete,Complete Timestamp,Activity_complete,Resource_complete,case:variant_complete,case:variant-index_complete,case:creator_complete,event_index_complete,duration,duration_seconds,duration_ms,duration_hours
Radicar Solicitud Homologacion,start,11583,2016-02-12 22:41:08,Radicar Solicitud Homologacion,11583,85608,Variant 5,5,Fluxicon Disco,0,85608_Radicar Solicitud Homologacion_0,complete,11583,2016-02-12 22:41:10,Radicar Solicitud Homologacion,11583,Variant 5,5,Fluxicon Disco,0,0 days 00:00:02,2.0,2000.0,0.0005555555555555556
Notificacion estudiante cancelacion soli,start,1,2016-02-23 21:08:18,Notificacion estudiante cancelacion soli,1,85608,Variant 5,5,Fluxicon Disco,0,85608_Notificacion estudiante cancelacion soli_0,complete,1,2016-02-23 21:08:18,Notificacion estudiante cancelacion soli,1,Variant 5,5,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,9336,2016-02-12 23:25:29,Traer informacion estudiante - banner,9336,85610,Variant 1,1,Fluxicon Disco,0,85610_Traer informacion estudiante - banner_0,complete,9336,2016-02-12 23:25:29,Traer informacion estudiante - banner,9336,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,9336,2016-02-12 23:25:33,Radicar Solicitud Homologacion,9336,85610,Variant 1,1,Fluxicon Disco,0,85610_Radicar Solicitud Homologacion_0,complete,9336,2016-02-12 23:25:39,Radicar Solicitud Homologacion,9336,Variant 1,1,Fluxicon Disco,0,0 days 00:00:06,6.0,6000.0,0.0016666666666666668
Cancelar Solicitud,start,677,2016-02-12 23:31:37,Cancelar Solicitud,677,85610,Variant 1,1,Fluxicon Disco,0,85610_Cancelar Solicitud_0,complete,677,2016-02-13 00:25:05,Cancelar Solicitud,677,Variant 1,1,Fluxicon Disco,0,0 days 00:53:28,3208.0,3208000.0,0.8911111111111111
Notificacion estudiante cancelacion soli,start,677,2016-02-23 20:06:14,Notificacion estudiante cancelacion soli,677,85610,Variant 1,1,Fluxicon Disco,0,85610_Notificacion estudiante cancelacion soli_0,complete,677,2016-02-23 20:06:14,Notificacion estudiante cancelacion soli,677,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,9336,2016-02-13 00:00:21,Traer informacion estudiante - banner,9336,85613,Variant 2,2,Fluxicon Disco,0,85613_Traer informacion estudiante - banner_0,complete,9336,2016-02-13 00:00:21,Traer informacion estudiante - banner,9336,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,9336,2016-02-13 00:00:23,Radicar Solicitud Homologacion,9336,85613,Variant 2,2,Fluxicon Disco,0,85613_Radicar Solicitud Homologacion_0,complete,9336,2016-02-13 00:00:48,Radicar Solicitud Homologacion,9336,Variant 2,2,Fluxicon Disco,0,0 days 00:00:25,25.0,25000.0,0.006944444444444444
Validar solicitud,start,677,2016-02-13 00:25:52,Validar solicitud,677,85613,Variant 2,2,Fluxicon Disco,0,85613_Validar solicitud_0,complete,677,2016-02-13 00:59:24,Validar solicitud,677,Variant 2,2,Fluxicon Disco,0,0 days 00:33:32,2012.0,2012000.0,0.5588888888888889
Homologacion por grupo de cursos,start,3445,2016-02-19 15:58:24,Homologacion por grupo de cursos,3445,85613,Variant 2,2,Fluxicon Disco,0,85613_Homologacion por grupo de cursos_0,complete,3445,2016-02-19 16:24:13,Homologacion por grupo de cursos,3445,Variant 2,2,Fluxicon Disco,0,0 days 00:25:49,1549.0,1549000.0,0.43027777777777776
Traer informacion estudiante - banner,start,9336,2016-02-12 16:08:02,Traer informacion estudiante - banner,9336,85654,Variant 1,1,Fluxicon Disco,0,85654_Traer informacion estudiante - banner_0,complete,9336,2016-02-12 16:08:02,Traer informacion estudiante - banner,9336,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,9336,2016-02-12 16:08:08,Radicar Solicitud Homologacion,9336,85654,Variant 1,1,Fluxicon Disco,0,85654_Radicar Solicitud Homologacion_0,complete,9336,2016-02-12 16:08:28,Radicar Solicitud Homologacion,9336,Variant 1,1,Fluxicon Disco,0,0 days 00:00:20,20.0,20000.0,0.005555555555555556
Cancelar Solicitud,start,677,2016-02-12 16:29:04,Cancelar Solicitud,677,85654,Variant 1,1,Fluxicon Disco,0,85654_Cancelar Solicitud_0,complete,677,2016-02-12 17:27:34,Cancelar Solicitud,677,Variant 1,1,Fluxicon Disco,0,0 days 00:58:30,3510.0,3510000.0,0.975
Notificacion estudiante cancelacion soli,start,677,2016-02-23 20:16:38,Notificacion estudiante cancelacion soli,677,85654,Variant 1,1,Fluxicon Disco,0,85654_Notificacion estudiante cancelacion soli_0,complete,677,2016-02-23 20:16:38,Notificacion estudiante cancelacion soli,677,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,9336,2016-02-12 16:36:21,Traer informacion estudiante - banner,9336,85657,Variant 1,1,Fluxicon Disco,0,85657_Traer informacion estudiante - banner_0,complete,9336,2016-02-12 16:36:21,Traer informacion estudiante - banner,9336,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,9336,2016-02-12 16:36:22,Radicar Solicitud Homologacion,9336,85657,Variant 1,1,Fluxicon Disco,0,85657_Radicar Solicitud Homologacion_0,complete,9336,2016-02-12 16:36:27,Radicar Solicitud Homologacion,9336,Variant 1,1,Fluxicon Disco,0,0 days 00:00:05,5.0,5000.0,0.001388888888888889
Cancelar Solicitud,start,677,2016-02-12 16:41:30,Cancelar Solicitud,677,85657,Variant 1,1,Fluxicon Disco,0,85657_Cancelar Solicitud_0,complete,677,2016-02-12 16:45:55,Cancelar Solicitud,677,Variant 1,1,Fluxicon Disco,0,0 days 00:04:25,265.0,265000.0,0.07361111111111111
Notificacion estudiante cancelacion soli,start,677,2016-02-12 23:07:11,Notificacion estudiante cancelacion soli,677,85657,Variant 1,1,Fluxicon Disco,0,85657_Notificacion estudiante cancelacion soli_0,complete,677,2016-02-12 23:07:11,Notificacion estudiante cancelacion soli,677,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,13733,2016-02-13 02:07:58,Traer informacion estudiante - banner,13733,85701,Variant 1,1,Fluxicon Disco,0,85701_Traer informacion estudiante - banner_0,complete,13733,2016-02-13 02:07:58,Traer informacion estudiante - banner,13733,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,13733,2016-02-13 02:08:03,Radicar Solicitud Homologacion,13733,85701,Variant 1,1,Fluxicon Disco,0,85701_Radicar Solicitud Homologacion_0,complete,13733,2016-02-13 02:44:03,Radicar Solicitud Homologacion,13733,Variant 1,1,Fluxicon Disco,0,0 days 00:36:00,2160.0,2160000.0,0.6
Cancelar Solicitud,start,7297,2016-02-19 19:09:36,Cancelar Solicitud,7297,85701,Variant 1,1,Fluxicon Disco,0,85701_Cancelar Solicitud_0,complete,7297,2016-02-19 19:09:36,Cancelar Solicitud,7297,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Notificacion estudiante cancelacion soli,start,7297,2016-02-19 19:16:51,Notificacion estudiante cancelacion soli,7297,85701,Variant 1,1,Fluxicon Disco,0,85701_Notificacion estudiante cancelacion soli_0,complete,7297,2016-02-19 19:16:51,Notificacion estudiante cancelacion soli,7297,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Validar solicitud,start,18929,2016-02-13 23:33:10,Validar solicitud,18929,85901,Variant 16,16,Fluxicon Disco,0,85901_Validar solicitud_0,complete,18929,2016-02-14 00:21:10,Validar solicitud,18929,Variant 16,16,Fluxicon Disco,0,0 days 00:48:00,2880.0,2880000.0,0.8
Traer informacion estudiante - banner,start,11353,2016-02-14 02:15:37,Traer informacion estudiante - banner,11353,85901,Variant 16,16,Fluxicon Disco,0,85901_Traer informacion estudiante - banner_0,complete,11353,2016-02-14 02:15:37,Traer informacion estudiante - banner,11353,Variant 16,16,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,11353,2016-02-14 02:15:44,Radicar Solicitud Homologacion,11353,85901,Variant 16,16,Fluxicon Disco,0,85901_Radicar Solicitud Homologacion_0,complete,11353,2016-02-14 02:15:44,Radicar Solicitud Homologacion,11353,Variant 16,16,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Homologacion por grupo de cursos,start,18929,2016-02-23 13:09:55,Homologacion por grupo de cursos,18929,85901,Variant 16,16,Fluxicon Disco,0,85901_Homologacion por grupo de cursos_0,complete,18929,2016-02-24 00:10:53,Homologacion por grupo de cursos,18929,Variant 16,16,Fluxicon Disco,0,0 days 11:00:58,39658.0,39658000.0,11.016111111111112
Traer informacion estudiante - banner,start,11353,2016-02-14 02:40:10,Traer informacion estudiante - banner,11353,85902,Variant 9,9,Fluxicon Disco,0,85902_Traer informacion estudiante - banner_0,complete,11353,2016-02-14 02:40:10,Traer informacion estudiante - banner,11353,Variant 9,9,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,11353,2016-02-14 02:40:13,Radicar Solicitud Homologacion,11353,85902,Variant 9,9,Fluxicon Disco,0,85902_Radicar Solicitud Homologacion_0,complete,11353,2016-02-14 02:40:13,Radicar Solicitud Homologacion,11353,Variant 9,9,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Validar solicitud,start,18929,2016-02-14 02:55:44,Validar solicitud,18929,85902,Variant 9,9,Fluxicon Disco,0,85902_Validar solicitud_0,complete,18929,2016-02-14 03:43:44,Validar solicitud,18929,Variant 9,9,Fluxicon Disco,0,0 days 00:48:00,2880.0,2880000.0,0.8
Cancelar Solicitud,start,18929,2016-02-14 02:55:44,Cancelar Solicitud,18929,85902,Variant 9,9,Fluxicon Disco,0,85902_Cancelar Solicitud_0,complete,18929,2016-02-14 14:44:39,Cancelar Solicitud,18929,Variant 9,9,Fluxicon Disco,0,0 days 11:48:55,42535.0,42535000.0,11.815277777777778
Notificacion estudiante cancelacion soli,start,18929,2016-06-28 22:55:25,Notificacion estudiante cancelacion soli,18929,85902,Variant 9,9,Fluxicon Disco,0,85902_Notificacion estudiante cancelacion soli_0,complete,18929,2016-06-28 22:55:25,Notificacion estudiante cancelacion soli,18929,Variant 9,9,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,6107,2016-02-14 14:27:28,Traer informacion estudiante - banner,6107,86001,Variant 2,2,Fluxicon Disco,0,86001_Traer informacion estudiante - banner_0,complete,6107,2016-02-14 14:27:28,Traer informacion estudiante - banner,6107,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,6107,2016-02-14 14:27:35,Radicar Solicitud Homologacion,6107,86001,Variant 2,2,Fluxicon Disco,0,86001_Radicar Solicitud Homologacion_0,complete,6107,2016-02-14 14:27:35,Radicar Solicitud Homologacion,6107,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Validar solicitud,start,19019,2016-02-14 14:38:01,Validar solicitud,19019,86001,Variant 2,2,Fluxicon Disco,0,86001_Validar solicitud_0,complete,19019,2016-02-14 14:38:01,Validar solicitud,19019,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Homologacion por grupo de cursos,start,1007,2016-02-15 12:30:04,Homologacion por grupo de cursos,1007,86001,Variant 2,2,Fluxicon Disco,0,86001_Homologacion por grupo de cursos_0,complete,1007,2016-02-15 13:14:04,Homologacion por grupo de cursos,1007,Variant 2,2,Fluxicon Disco,0,0 days 00:44:00,2640.0,2640000.0,0.7333333333333333
Traer informacion estudiante - banner,start,8528,2016-02-14 15:49:24,Traer informacion estudiante - banner,8528,86051,Variant 2,2,Fluxicon Disco,0,86051_Traer informacion estudiante - banner_0,complete,8528,2016-02-14 15:49:24,Traer informacion estudiante - banner,8528,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,8528,2016-02-14 15:49:31,Radicar Solicitud Homologacion,8528,86051,Variant 2,2,Fluxicon Disco,0,86051_Radicar Solicitud Homologacion_0,complete,8528,2016-02-14 15:49:31,Radicar Solicitud Homologacion,8528,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Validar solicitud,start,1707,2016-02-14 15:57:51,Validar solicitud,1707,86051,Variant 2,2,Fluxicon Disco,0,86051_Validar solicitud_0,complete,1707,2016-02-14 15:59:44,Validar solicitud,1707,Variant 2,2,Fluxicon Disco,0,0 days 00:01:53,113.0,113000.0,0.03138888888888889
Homologacion por grupo de cursos,start,15930,2016-02-15 16:53:48,Homologacion por grupo de cursos,15930,86051,Variant 2,2,Fluxicon Disco,0,86051_Homologacion por grupo de cursos_0,complete,15930,2016-02-15 20:03:46,Homologacion por grupo de cursos,15930,Variant 2,2,Fluxicon Disco,0,0 days 03:09:58,11398.0,11398000.0,3.1661111111111113
Traer informacion estudiante - banner,start,6186,2016-02-14 13:54:06,Traer informacion estudiante - banner,6186,86102,Variant 1,1,Fluxicon Disco,0,86102_Traer informacion estudiante - banner_0,complete,6186,2016-02-14 13:54:06,Traer informacion estudiante - banner,6186,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,6186,2016-02-14 13:54:07,Radicar Solicitud Homologacion,6186,86102,Variant 1,1,Fluxicon Disco,0,86102_Radicar Solicitud Homologacion_0,complete,6186,2016-02-14 13:54:07,Radicar Solicitud Homologacion,6186,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Cancelar Solicitud,start,22404,2016-02-14 14:48:54,Cancelar Solicitud,22404,86102,Variant 1,1,Fluxicon Disco,0,86102_Cancelar Solicitud_0,complete,22404,2016-02-14 15:24:54,Cancelar Solicitud,22404,Variant 1,1,Fluxicon Disco,0,0 days 00:36:00,2160.0,2160000.0,0.6
Notificacion estudiante cancelacion soli,start,22404,2016-02-19 20:22:18,Notificacion estudiante cancelacion soli,22404,86102,Variant 1,1,Fluxicon Disco,0,86102_Notificacion estudiante cancelacion soli_0,complete,22404,2016-02-19 20:22:18,Notificacion estudiante cancelacion soli,22404,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,4924,2016-02-14 17:17:31,Traer informacion estudiante - banner,4924,86151,Variant 2,2,Fluxicon Disco,0,86151_Traer informacion estudiante - banner_0,complete,4924,2016-02-14 17:17:31,Traer informacion estudiante - banner,4924,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,4924,2016-02-14 17:17:36,Radicar Solicitud Homologacion,4924,86151,Variant 2,2,Fluxicon Disco,0,86151_Radicar Solicitud Homologacion_0,complete,4924,2016-02-14 17:26:09,Radicar Solicitud Homologacion,4924,Variant 2,2,Fluxicon Disco,0,0 days 00:08:33,513.0,513000.0,0.1425
Validar solicitud,start,294,2016-02-16 15:33:45,Validar solicitud,294,86151,Variant 2,2,Fluxicon Disco,0,86151_Validar solicitud_0,complete,294,2016-02-16 15:45:11,Validar solicitud,294,Variant 2,2,Fluxicon Disco,0,0 days 00:11:26,686.0,686000.0,0.19055555555555556
Homologacion por grupo de cursos,start,7311,2016-02-17 19:16:55,Homologacion por grupo de cursos,7311,86151,Variant 2,2,Fluxicon Disco,0,86151_Homologacion por grupo de cursos_0,complete,7311,2016-02-17 21:56:55,Homologacion por grupo de cursos,7311,Variant 2,2,Fluxicon Disco,0,0 days 02:40:00,9600.0,9600000.0,2.6666666666666665
Traer informacion estudiante - banner,start,11959,2016-02-14 22:42:23,Traer informacion estudiante - banner,11959,86401,Variant 1,1,Fluxicon Disco,0,86401_Traer informacion estudiante - banner_0,complete,11959,2016-02-14 22:42:23,Traer informacion estudiante - banner,11959,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,11959,2016-02-14 22:42:29,Radicar Solicitud Homologacion,11959,86401,Variant 1,1,Fluxicon Disco,0,86401_Radicar Solicitud Homologacion_0,complete,11959,2016-02-14 22:42:29,Radicar Solicitud Homologacion,11959,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Cancelar Solicitud,start,19019,2016-02-14 22:52:02,Cancelar Solicitud,19019,86401,Variant 1,1,Fluxicon Disco,0,86401_Cancelar Solicitud_0,complete,19019,2016-02-14 23:00:40,Cancelar Solicitud,19019,Variant 1,1,Fluxicon Disco,0,0 days 00:08:38,518.0,518000.0,0.1438888888888889
Notificacion estudiante cancelacion soli,start,19019,2016-02-16 15:38:07,Notificacion estudiante cancelacion soli,19019,86401,Variant 1,1,Fluxicon Disco,0,86401_Notificacion estudiante cancelacion soli_0,complete,19019,2016-02-16 15:38:07,Notificacion estudiante cancelacion soli,19019,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,11204,2016-02-15 02:33:58,Traer informacion estudiante - banner,11204,86451,Variant 2,2,Fluxicon Disco,0,86451_Traer informacion estudiante - banner_0,complete,11204,2016-02-15 02:33:58,Traer informacion estudiante - banner,11204,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,11204,2016-02-15 02:34:06,Radicar Solicitud Homologacion,11204,86451,Variant 2,2,Fluxicon Disco,0,86451_Radicar Solicitud Homologacion_0,complete,11204,2016-02-15 02:34:06,Radicar Solicitud Homologacion,11204,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Validar solicitud,start,19019,2016-02-15 02:37:59,Validar solicitud,19019,86451,Variant 2,2,Fluxicon Disco,0,86451_Validar solicitud_0,complete,19019,2016-02-15 02:46:40,Validar solicitud,19019,Variant 2,2,Fluxicon Disco,0,0 days 00:08:41,521.0,521000.0,0.14472222222222222
Homologacion por grupo de cursos,start,1007,2016-02-16 15:41:12,Homologacion por grupo de cursos,1007,86451,Variant 2,2,Fluxicon Disco,0,86451_Homologacion por grupo de cursos_0,complete,1007,2016-02-16 16:16:30,Homologacion por grupo de cursos,1007,Variant 2,2,Fluxicon Disco,0,0 days 00:35:18,2118.0,2118000.0,0.5883333333333334
Traer informacion estudiante - banner,start,11204,2016-02-15 02:38:25,Traer informacion estudiante - banner,11204,86452,Variant 2,2,Fluxicon Disco,0,86452_Traer informacion estudiante - banner_0,complete,11204,2016-02-15 02:38:25,Traer informacion estudiante - banner,11204,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,11204,2016-02-15 02:38:28,Radicar Solicitud Homologacion,11204,86452,Variant 2,2,Fluxicon Disco,0,86452_Radicar Solicitud Homologacion_0,complete,11204,2016-02-15 02:38:28,Radicar Solicitud Homologacion,11204,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Validar solicitud,start,19019,2016-02-15 02:40:50,Validar solicitud,19019,86452,Variant 2,2,Fluxicon Disco,0,86452_Validar solicitud_0,complete,19019,2016-02-15 02:49:32,Validar solicitud,19019,Variant 2,2,Fluxicon Disco,0,0 days 00:08:42,522.0,522000.0,0.145
Homologacion por grupo de cursos,start,1007,2016-02-16 15:42:48,Homologacion por grupo de cursos,1007,86452,Variant 2,2,Fluxicon Disco,0,86452_Homologacion por grupo de cursos_0,complete,1007,2016-02-16 16:18:05,Homologacion por grupo de cursos,1007,Variant 2,2,Fluxicon Disco,0,0 days 00:35:17,2117.0,2117000.0,0.5880555555555556
Traer informacion estudiante - banner,start,11204,2016-02-15 02:40:55,Traer informacion estudiante - banner,11204,86453,Variant 2,2,Fluxicon Disco,0,86453_Traer informacion estudiante - banner_0,complete,11204,2016-02-15 02:40:55,Traer informacion estudiante - banner,11204,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,11204,2016-02-15 02:40:57,Radicar Solicitud Homologacion,11204,86453,Variant 2,2,Fluxicon Disco,0,86453_Radicar Solicitud Homologacion_0,complete,11204,2016-02-15 02:40:57,Radicar Solicitud Homologacion,11204,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Validar solicitud,start,19019,2016-02-15 02:43:26,Validar solicitud,19019,86453,Variant 2,2,Fluxicon Disco,0,86453_Validar solicitud_0,complete,19019,2016-02-15 02:52:10,Validar solicitud,19019,Variant 2,2,Fluxicon Disco,0,0 days 00:08:44,524.0,524000.0,0.14555555555555555
Homologacion por grupo de cursos,start,1007,2016-02-16 15:44:26,Homologacion por grupo de cursos,1007,86453,Variant 2,2,Fluxicon Disco,0,86453_Homologacion por grupo de cursos_0,complete,1007,2016-02-16 23:22:08,Homologacion por grupo de cursos,1007,Variant 2,2,Fluxicon Disco,0,0 days 07:37:42,27462.0,27462000.0,7.628333333333333
Traer informacion estudiante - banner,start,11204,2016-02-15 02:43:30,Traer informacion estudiante - banner,11204,86454,Variant 2,2,Fluxicon Disco,0,86454_Traer informacion estudiante - banner_0,complete,11204,2016-02-15 02:43:30,Traer informacion estudiante - banner,11204,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
