Activity,lifecycle:transition_start,org:resource_start,Start Timestamp,Complete Timestamp,Resource,Case ID,case:variant_start,case:variant-index_start,case:creator_start,event_index_start,EventID,lifecycle:transition_complete,org:resource_complete,Unnamed: 14,Activity_complete,Resource_complete,case:variant_complete,case:variant-index_complete,case:creator_complete,event_index_complete,duration,duration_seconds,duration_ms,duration_hours,Activity_start
Traer informacion estudiante - banner,start,9384,2016-02-15 11:41:28,2016-02-15 11:41:28,9384,86751,Variant 5,5,Fluxicon Disco,0,86751_Traer informacion estudiante - banner_0,complete,9384,,Traer informacion estudiante - banner,9384,Variant 5,5,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,9384,2016-02-15 11:41:35,2016-02-15 11:41:35,9384,86751,Variant 5,5,Fluxicon Disco,0,86751_Radicar Solicitud Homologacion_0,complete,9384,,Radicar Solicitud Homologacion,9384,Variant 5,5,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Notificacion estudiante cancelacion soli,start,1,2016-02-23 23:24:21,2016-02-23 23:24:21,1,86751,Variant 5,5,Fluxicon Disco,0,86751_Notificacion estudiante cancelacion soli_0,complete,1,,Notificacion estudiante cancelacion soli,1,Variant 5,5,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,8213,2016-02-15 14:17:12,2016-02-15 14:17:12,8213,86851,Variant 2,2,Fluxicon Disco,0,86851_Traer informacion estudiante - banner_0,complete,8213,,Traer informacion estudiante - banner,8213,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8213,2016-02-15 14:17:18,2016-02-15 14:17:18,8213,86851,Variant 2,2,Fluxicon Disco,0,86851_Radicar Solicitud Homologacion_0,complete,8213,,Radicar Solicitud Homologacion,8213,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Validar solicitud,start,1707,2016-02-15 14:22:37,2016-02-15 14:40:59,1707,86851,Variant 2,2,Fluxicon Disco,0,86851_Validar solicitud_0,complete,1707,,Validar solicitud,1707,Variant 2,2,Fluxicon Disco,0,0 days 00:18:22,1102,1102000,0.306111111111111,Validar solicitud
Homologacion por grupo de cursos,start,15930,2016-02-17 17:22:55,2016-02-17 19:08:32,15930,86851,Variant 2,2,Fluxicon Disco,0,86851_Homologacion por grupo de cursos_0,complete,15930,,Homologacion por grupo de cursos,15930,Variant 2,2,Fluxicon Disco,0,0 days 01:45:37,6337,6337000,1.76027777777778,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,14128,2016-02-15 20:37:17,2016-02-15 20:37:17,14128,87051,Variant 1,1,Fluxicon Disco,0,87051_Traer informacion estudiante - banner_0,complete,14128,,Traer informacion estudiante - banner,14128,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,14128,2016-02-15 20:37:21,2016-02-15 21:23:41,14128,87051,Variant 1,1,Fluxicon Disco,0,87051_Radicar Solicitud Homologacion_0,complete,14128,,Radicar Solicitud Homologacion,14128,Variant 1,1,Fluxicon Disco,0,0 days 00:46:20,2780,2780000,0.772222222222222,Radicar Solicitud Homologacion
Cancelar Solicitud,start,14128,2016-02-23 17:20:56,2016-02-23 17:20:59,14128,87051,Variant 1,1,Fluxicon Disco,0,87051_Cancelar Solicitud_0,complete,14128,,Cancelar Solicitud,14128,Variant 1,1,Fluxicon Disco,0,0 days 00:00:03,3,3000,0.0008333333333333,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,14128,2016-02-23 17:24:07,2016-02-23 17:24:07,14128,87051,Variant 1,1,Fluxicon Disco,0,87051_Notificacion estudiante cancelacion soli_0,complete,14128,,Notificacion estudiante cancelacion soli,14128,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,17642,2016-02-16 00:19:15,2016-02-16 00:19:15,17642,87101,Variant 2,2,Fluxicon Disco,0,87101_Traer informacion estudiante - banner_0,complete,17642,,Traer informacion estudiante - banner,17642,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,17642,2016-02-16 00:19:21,2016-02-16 00:48:13,17642,87101,Variant 2,2,Fluxicon Disco,0,87101_Radicar Solicitud Homologacion_0,complete,17642,,Radicar Solicitud Homologacion,17642,Variant 2,2,Fluxicon Disco,0,0 days 00:28:52,1732,1732000,0.481111111111111,Radicar Solicitud Homologacion
Validar solicitud,start,677,2016-02-19 21:11:35,2016-02-19 21:23:23,677,87101,Variant 2,2,Fluxicon Disco,0,87101_Validar solicitud_0,complete,677,,Validar solicitud,677,Variant 2,2,Fluxicon Disco,0,0 days 00:11:48,708,708000,0.196666666666667,Validar solicitud
Homologacion por grupo de cursos,start,3445,2016-02-23 14:19:24,2016-02-23 14:30:13,3445,87101,Variant 2,2,Fluxicon Disco,0,87101_Homologacion por grupo de cursos_0,complete,3445,,Homologacion por grupo de cursos,3445,Variant 2,2,Fluxicon Disco,0,0 days 00:10:49,649,649000,0.180277777777778,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,305,2016-02-16 21:07:34,2016-02-16 21:07:34,305,87401,Variant 2,2,Fluxicon Disco,0,87401_Traer informacion estudiante - banner_0,complete,305,,Traer informacion estudiante - banner,305,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,305,2016-02-16 21:07:40,2016-02-16 21:08:13,305,87401,Variant 2,2,Fluxicon Disco,0,87401_Radicar Solicitud Homologacion_0,complete,305,,Radicar Solicitud Homologacion,305,Variant 2,2,Fluxicon Disco,0,0 days 00:00:33,33,33000,0.0091666666666666,Radicar Solicitud Homologacion
Validar solicitud,start,7019,2016-02-16 21:41:33,2016-02-16 21:44:51,7019,87401,Variant 2,2,Fluxicon Disco,0,87401_Validar solicitud_0,complete,7019,,Validar solicitud,7019,Variant 2,2,Fluxicon Disco,0,0 days 00:03:18,198,198000,0.055,Validar solicitud
Homologacion por grupo de cursos,start,26796,2016-02-17 14:55:41,2016-02-18 00:09:06,26796,87401,Variant 2,2,Fluxicon Disco,0,87401_Homologacion por grupo de cursos_0,complete,26796,,Homologacion por grupo de cursos,26796,Variant 2,2,Fluxicon Disco,0,0 days 09:13:25,33205,33205000,9.22361111111111,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,7007,2016-02-16 21:58:58,2016-02-16 21:58:58,7007,87402,Variant 23,23,Fluxicon Disco,0,87402_Traer informacion estudiante - banner_0,complete,7007,,Traer informacion estudiante - banner,7007,Variant 23,23,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,7007,2016-02-16 21:58:59,2016-02-16 22:30:00,7007,87402,Variant 23,23,Fluxicon Disco,0,87402_Radicar Solicitud Homologacion_0,complete,7007,,Radicar Solicitud Homologacion,7007,Variant 23,23,Fluxicon Disco,0,0 days 00:31:01,1861,1861000,0.516944444444444,Radicar Solicitud Homologacion
Radicar Solicitud Homologacion,start,7007,2016-02-23 17:24:12,2016-02-23 18:01:50,7007,87402,Variant 23,23,Fluxicon Disco,1,87402_Radicar Solicitud Homologacion_1,complete,7007,,Radicar Solicitud Homologacion,7007,Variant 23,23,Fluxicon Disco,1,0 days 00:37:38,2258,2258000,0.627222222222222,Radicar Solicitud Homologacion
Notificacion estudiante cancelacion soli,start,1,2016-03-09 23:27:05,2016-03-09 23:27:05,1,87402,Variant 23,23,Fluxicon Disco,0,87402_Notificacion estudiante cancelacion soli_0,complete,1,,Notificacion estudiante cancelacion soli,1,Variant 23,23,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,6004,2016-02-16 18:26:08,2016-02-16 18:26:08,6004,87451,Variant 1,1,Fluxicon Disco,0,87451_Traer informacion estudiante - banner_0,complete,6004,,Traer informacion estudiante - banner,6004,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,6004,2016-02-16 18:26:13,2016-02-16 18:26:21,6004,87451,Variant 1,1,Fluxicon Disco,0,87451_Radicar Solicitud Homologacion_0,complete,6004,,Radicar Solicitud Homologacion,6004,Variant 1,1,Fluxicon Disco,0,0 days 00:00:08,8,8000,0.0022222222222222,Radicar Solicitud Homologacion
Cancelar Solicitud,start,22404,2016-02-16 18:34:15,2016-02-16 18:58:40,22404,87451,Variant 1,1,Fluxicon Disco,0,87451_Cancelar Solicitud_0,complete,22404,,Cancelar Solicitud,22404,Variant 1,1,Fluxicon Disco,0,0 days 00:24:25,1465,1465000,0.406944444444444,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,22404,2016-02-19 20:31:08,2016-02-19 20:31:08,22404,87451,Variant 1,1,Fluxicon Disco,0,87451_Notificacion estudiante cancelacion soli_0,complete,22404,,Notificacion estudiante cancelacion soli,22404,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,8736,2016-02-16 20:28:34,2016-02-16 20:28:34,8736,87454,Variant 2,2,Fluxicon Disco,0,87454_Traer informacion estudiante - banner_0,complete,8736,,Traer informacion estudiante - banner,8736,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8736,2016-02-16 20:28:35,2016-02-16 20:32:35,8736,87454,Variant 2,2,Fluxicon Disco,0,87454_Radicar Solicitud Homologacion_0,complete,8736,,Radicar Solicitud Homologacion,8736,Variant 2,2,Fluxicon Disco,0,0 days 00:04:00,240,240000,0.0666666666666667,Radicar Solicitud Homologacion
Validar solicitud,start,7320,2016-02-17 03:50:34,2016-02-17 04:18:34,7320,87454,Variant 2,2,Fluxicon Disco,0,87454_Validar solicitud_0,complete,7320,,Validar solicitud,7320,Variant 2,2,Fluxicon Disco,0,0 days 00:28:00,1680,1680000,0.466666666666667,Validar solicitud
Homologacion por grupo de cursos,start,6952,2016-02-22 19:13:40,2016-02-23 00:37:36,6952,87454,Variant 2,2,Fluxicon Disco,0,87454_Homologacion por grupo de cursos_0,complete,6952,,Homologacion por grupo de cursos,6952,Variant 2,2,Fluxicon Disco,0,0 days 05:23:56,19436,19436000,5.39888888888889,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,6639,2016-02-16 20:51:08,2016-02-16 20:51:08,6639,87501,Variant 2,2,Fluxicon Disco,0,87501_Traer informacion estudiante - banner_0,complete,6639,,Traer informacion estudiante - banner,6639,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,6639,2016-02-16 20:51:14,2016-02-16 20:51:14,6639,87501,Variant 2,2,Fluxicon Disco,0,87501_Radicar Solicitud Homologacion_0,complete,6639,,Radicar Solicitud Homologacion,6639,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Validar solicitud,start,22475,2016-02-16 20:57:56,2016-02-16 21:04:38,22475,87501,Variant 2,2,Fluxicon Disco,0,87501_Validar solicitud_0,complete,22475,,Validar solicitud,22475,Variant 2,2,Fluxicon Disco,0,0 days 00:06:42,402,402000,0.111666666666667,Validar solicitud
Homologacion por grupo de cursos,start,1343,2016-02-17 17:42:14,2016-02-17 22:39:10,1343,87501,Variant 2,2,Fluxicon Disco,0,87501_Homologacion por grupo de cursos_0,complete,1343,,Homologacion por grupo de cursos,1343,Variant 2,2,Fluxicon Disco,0,0 days 04:56:56,17816,17816000,4.94888888888889,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,10995,2016-02-17 12:53:11,2016-02-17 12:53:11,10995,87751,Variant 11,11,Fluxicon Disco,0,87751_Traer informacion estudiante - banner_0,complete,10995,,Traer informacion estudiante - banner,10995,Variant 11,11,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,10995,2016-02-17 12:53:16,2016-02-17 13:09:16,10995,87751,Variant 11,11,Fluxicon Disco,0,87751_Radicar Solicitud Homologacion_0,complete,10995,,Radicar Solicitud Homologacion,10995,Variant 11,11,Fluxicon Disco,0,0 days 00:16:00,960,960000,0.266666666666667,Radicar Solicitud Homologacion
Validar solicitud,start,1707,2016-02-19 13:11:12,2016-02-19 13:46:50,1707,87751,Variant 11,11,Fluxicon Disco,0,87751_Validar solicitud_0,complete,1707,,Validar solicitud,1707,Variant 11,11,Fluxicon Disco,0,0 days 00:35:38,2138,2138000,0.593888888888889,Validar solicitud
Homologacion por grupo de cursos,start,15930,2016-02-25 18:38:58,2016-02-25 19:42:07,15930,87751,Variant 11,11,Fluxicon Disco,0,87751_Homologacion por grupo de cursos_0,complete,15930,,Homologacion por grupo de cursos,15930,Variant 11,11,Fluxicon Disco,0,0 days 01:03:09,3789,3789000,1.0525,Homologacion por grupo de cursos
Revisar curso,start,1707,2016-02-25 18:38:59,2016-02-25 18:46:54,1707,87751,Variant 11,11,Fluxicon Disco,0,87751_Revisar curso_0,complete,1707,,Revisar curso,1707,Variant 11,11,Fluxicon Disco,0,0 days 00:07:55,475,475000,0.131944444444444,Revisar curso
Evaluacion curso,start,15930,2016-02-26 18:34:38,2016-02-26 19:22:34,15930,87751,Variant 11,11,Fluxicon Disco,0,87751_Evaluacion curso_0,complete,15930,,Evaluacion curso,15930,Variant 11,11,Fluxicon Disco,0,0 days 00:47:56,2876,2876000,0.798888888888889,Evaluacion curso
Validacion final,start,1707,2016-03-07 18:30:54,2016-03-07 18:35:23,1707,87751,Variant 11,11,Fluxicon Disco,0,87751_Validacion final_0,complete,1707,,Validacion final,1707,Variant 11,11,Fluxicon Disco,0,0 days 00:04:29,269,269000,0.0747222222222222,Validacion final
Visto Bueno Cierre Proceso,start,15930,2016-03-08 14:47:16,2016-03-08 14:50:04,15930,87751,Variant 11,11,Fluxicon Disco,0,87751_Visto Bueno Cierre Proceso_0,complete,15930,,Visto Bueno Cierre Proceso,15930,Variant 11,11,Fluxicon Disco,0,0 days 00:02:48,168,168000,0.0466666666666667,Visto Bueno Cierre Proceso
Transferir Creditos,start,15930,2016-03-08 17:48:04,2016-03-08 17:48:04,15930,87751,Variant 11,11,Fluxicon Disco,0,87751_Transferir Creditos_0,complete,15930,,Transferir Creditos,15930,Variant 11,11,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Transferir Creditos
Transferir creditos homologables,start,15930,2016-03-08 17:48:05,2016-03-08 17:48:05,15930,87751,Variant 11,11,Fluxicon Disco,0,87751_Transferir creditos homologables_0,complete,15930,,Transferir creditos homologables,15930,Variant 11,11,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Transferir creditos homologables
Traer informacion estudiante - banner,start,9886,2016-02-17 13:46:27,2016-02-17 13:46:27,9886,87752,Variant 24,24,Fluxicon Disco,0,87752_Traer informacion estudiante - banner_0,complete,9886,,Traer informacion estudiante - banner,9886,Variant 24,24,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,9886,2016-02-17 13:46:31,2016-02-17 13:53:53,9886,87752,Variant 24,24,Fluxicon Disco,0,87752_Radicar Solicitud Homologacion_0,complete,9886,,Radicar Solicitud Homologacion,9886,Variant 24,24,Fluxicon Disco,0,0 days 00:07:22,442,442000,0.122777777777778,Radicar Solicitud Homologacion
Homologacion por grupo de cursos,start,1343,2016-02-17 22:15:45,2016-02-18 03:09:56,1343,87752,Variant 24,24,Fluxicon Disco,0,87752_Homologacion por grupo de cursos_0,complete,1343,,Homologacion por grupo de cursos,1343,Variant 24,24,Fluxicon Disco,0,0 days 04:54:11,17651,17651000,4.90305555555556,Homologacion por grupo de cursos
Validar solicitud,start,22475,2016-02-18 00:22:26,2016-02-18 00:22:26,22475,87752,Variant 24,24,Fluxicon Disco,0,87752_Validar solicitud_0,complete,22475,,Validar solicitud,22475,Variant 24,24,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Validar solicitud
Traer informacion estudiante - banner,start,26147,2016-02-17 15:03:22,2016-02-17 15:03:22,26147,87753,Variant 1,1,Fluxicon Disco,0,87753_Traer informacion estudiante - banner_0,complete,26147,,Traer informacion estudiante - banner,26147,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,26147,2016-02-17 15:03:25,2016-02-17 15:03:42,26147,87753,Variant 1,1,Fluxicon Disco,0,87753_Radicar Solicitud Homologacion_0,complete,26147,,Radicar Solicitud Homologacion,26147,Variant 1,1,Fluxicon Disco,0,0 days 00:00:17,17,17000,0.0047222222222222,Radicar Solicitud Homologacion
Cancelar Solicitud,start,7080,2016-02-17 15:21:19,2016-02-17 15:44:57,7080,87753,Variant 1,1,Fluxicon Disco,0,87753_Cancelar Solicitud_0,complete,7080,,Cancelar Solicitud,7080,Variant 1,1,Fluxicon Disco,0,0 days 00:23:38,1418,1418000,0.393888888888889,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,7080,2016-02-22 12:34:39,2016-02-22 12:34:39,7080,87753,Variant 1,1,Fluxicon Disco,0,87753_Notificacion estudiante cancelacion soli_0,complete,7080,,Notificacion estudiante cancelacion soli,7080,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,10168,2016-02-17 15:41:23,2016-02-17 15:41:23,10168,87754,Variant 3,3,Fluxicon Disco,0,87754_Traer informacion estudiante - banner_0,complete,10168,,Traer informacion estudiante - banner,10168,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,10168,2016-02-17 15:41:24,2016-02-17 16:04:42,10168,87754,Variant 3,3,Fluxicon Disco,0,87754_Radicar Solicitud Homologacion_0,complete,10168,,Radicar Solicitud Homologacion,10168,Variant 3,3,Fluxicon Disco,0,0 days 00:23:18,1398,1398000,0.388333333333333,Radicar Solicitud Homologacion
Validar solicitud,start,7297,2016-02-22 10:35:06,2016-02-22 12:59:06,7297,87754,Variant 3,3,Fluxicon Disco,0,87754_Validar solicitud_0,complete,7297,,Validar solicitud,7297,Variant 3,3,Fluxicon Disco,0,0 days 02:24:00,8640,8640000,2.4,Validar solicitud
Homologacion por grupo de cursos,start,7324,2016-03-17 14:35:17,2016-03-17 20:39:17,7324,87754,Variant 3,3,Fluxicon Disco,0,87754_Homologacion por grupo de cursos_0,complete,7324,,Homologacion por grupo de cursos,7324,Variant 3,3,Fluxicon Disco,0,0 days 06:04:00,21840,21840000,6.06666666666667,Homologacion por grupo de cursos
Revisar curso,start,7297,2016-03-17 14:35:17,2016-03-17 14:35:17,7297,87754,Variant 3,3,Fluxicon Disco,0,87754_Revisar curso_0,complete,7297,,Revisar curso,7297,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Revisar curso
Evaluacion curso,start,7297,2016-03-17 14:46:28,2016-03-17 20:50:28,7297,87754,Variant 3,3,Fluxicon Disco,0,87754_Evaluacion curso_0,complete,7297,,Evaluacion curso,7297,Variant 3,3,Fluxicon Disco,0,0 days 06:04:00,21840,21840000,6.06666666666667,Evaluacion curso
Validacion final,start,7297,2016-05-27 20:06:30,2016-05-27 20:06:30,7297,87754,Variant 3,3,Fluxicon Disco,0,87754_Validacion final_0,complete,7297,,Validacion final,7297,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Validacion final
Visto Bueno Cierre Proceso,start,7324,2016-05-27 20:14:19,2016-05-27 20:14:19,7324,87754,Variant 3,3,Fluxicon Disco,0,87754_Visto Bueno Cierre Proceso_0,complete,7324,,Visto Bueno Cierre Proceso,7324,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Visto Bueno Cierre Proceso
Traer informacion estudiante - banner,start,7007,2016-02-17 16:36:39,2016-02-17 16:36:39,7007,87755,Variant 3,3,Fluxicon Disco,0,87755_Traer informacion estudiante - banner_0,complete,7007,,Traer informacion estudiante - banner,7007,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,7007,2016-02-17 16:36:40,2016-02-17 16:37:30,7007,87755,Variant 3,3,Fluxicon Disco,0,87755_Radicar Solicitud Homologacion_0,complete,7007,,Radicar Solicitud Homologacion,7007,Variant 3,3,Fluxicon Disco,0,0 days 00:00:50,50,50000,0.0138888888888889,Radicar Solicitud Homologacion
Validar solicitud,start,1707,2016-02-17 17:27:35,2016-02-17 18:16:40,1707,87755,Variant 3,3,Fluxicon Disco,0,87755_Validar solicitud_0,complete,1707,,Validar solicitud,1707,Variant 3,3,Fluxicon Disco,0,0 days 00:49:05,2945,2945000,0.818055555555556,Validar solicitud
Homologacion por grupo de cursos,start,15930,2016-02-25 18:32:55,2016-02-25 19:36:09,15930,87755,Variant 3,3,Fluxicon Disco,0,87755_Homologacion por grupo de cursos_0,complete,15930,,Homologacion por grupo de cursos,15930,Variant 3,3,Fluxicon Disco,0,0 days 01:03:14,3794,3794000,1.05388888888889,Homologacion por grupo de cursos
